flight_plan_id,operator_id,aircraft_id,aircraft_type,city,city_code,region,route_id,scenario,apply_time,planned_takeoff_time,planned_landing_time,planned_duration_min,planned_altitude_m,planned_distance_km,night_flight,payload_kg,approval_status,preflight_risk_score,preflight_risk_level,data_nature,source_basis
FP000565,OP0019,UAV01110,多旋翼无人机,广州,440100,中南,RT_440100_051,医疗物资运输,2026-01-30 18:30:00,2026-01-31 19:30:00,2026-01-31 19:40:00,10,93,31.91,False,2.85,通过,17.57,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000566,OP0093,UAV02223,多旋翼无人机,苏州,320500,华东,RT_320500_020,文旅观光,2026-05-11 09:43:00,2026-05-11 13:43:00,2026-05-11 14:26:00,43,147,13.6,False,2.29,通过,42.31,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000567,OP0557,UAV01184,多旋翼无人机,重庆,500000,西南,RT_500000_022,应急救援,2026-04-11 17:44:00,2026-04-12 14:44:00,2026-04-12 15:39:00,55,110,4.67,False,0.16,通过,34.53,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000568,OP0449,UAV01449,固定翼无人机,郑州,410100,中南,RT_410100_013,医疗物资运输,2026-01-18 15:14:00,2026-01-19 19:14:00,2026-01-19 19:22:00,8,52,39.99,False,2.89,通过,62.52,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000569,OP0604,UAV01065,多旋翼无人机,杭州,330100,华东,RT_330100_058,交通巡查,2026-06-18 06:13:00,2026-06-18 18:13:00,2026-06-18 18:32:00,19,84,32.74,False,3.92,通过,63.73,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000570,OP0368,UAV02191,多旋翼无人机,南京,320100,华东,RT_320100_052,应急救援,2026-04-12 10:50:00,2026-04-13 15:50:00,2026-04-13 16:25:00,35,112,34.65,False,0.05,通过,28.43,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000571,OP0395,UAV00544,多旋翼无人机,长沙,430100,中南,RT_430100_039,医疗物资运输,2026-05-26 18:18:00,2026-05-27 20:18:00,2026-05-27 20:44:00,26,89,20.82,True,3.15,通过,19.84,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000572,OP0524,UAV01174,系留无人机,珠海,440400,中南,RT_440400_002,园区低空运营,2026-05-24 21:29:00,2026-05-26 03:29:00,2026-05-26 03:55:00,26,72,21.86,True,3.63,需补充材料,46.14,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000573,OP0631,UAV01932,多旋翼无人机,长沙,430100,中南,RT_430100_018,电力巡检,2026-03-26 15:37:00,2026-03-26 17:37:00,2026-03-26 18:14:00,37,75,41.71,False,4.01,驳回,16.78,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000574,OP0635,UAV02344,多旋翼无人机,青岛,370200,华东,RT_370200_052,城市治理巡检,2026-05-16 19:54:00,2026-05-17 09:54:00,2026-05-17 10:04:00,10,81,40.76,False,2.45,驳回,28.17,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000575,OP0591,UAV00528,多旋翼无人机,海口,460100,中南,RT_460100_058,电力巡检,2026-03-24 09:08:00,2026-03-24 15:08:00,2026-03-24 16:09:00,61,106,30.44,False,5.29,驳回,22.14,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000576,OP0593,UAV00116,多旋翼无人机,南通,320600,华东,RT_320600_059,低空物流配送,2026-02-25 08:51:00,2026-02-25 23:51:00,2026-02-26 00:42:00,51,68,34.79,True,4.14,驳回,44.73,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000577,OP0067,UAV01701,eVTOL,厦门,350200,华东,RT_350200_060,应急救援,2026-01-07 05:21:00,2026-01-07 09:21:00,2026-01-07 10:15:00,54,148,19.14,False,124.08,驳回,5.39,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000578,OP0320,UAV02070,多旋翼无人机,珠海,440400,中南,RT_440400_043,文旅观光,2026-01-24 05:48:00,2026-01-25 02:48:00,2026-01-25 03:46:00,58,67,69.01,True,0.0,通过,35.38,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000579,OP0282,UAV00154,多旋翼无人机,南京,320100,华东,RT_320100_033,园区低空运营,2026-01-22 01:06:00,2026-01-23 00:06:00,2026-01-23 00:58:00,52,148,51.43,True,1.31,需补充材料,17.9,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000580,OP0371,UAV01726,eVTOL,海口,460100,中南,RT_460100_034,文旅观光,2026-06-18 16:28:00,2026-06-19 15:28:00,2026-06-19 15:52:00,24,76,34.56,False,122.08,通过,35.87,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000581,OP0235,UAV00053,多旋翼无人机,南通,320600,华东,RT_320600_044,电力巡检,2026-04-13 23:38:00,2026-04-14 22:38:00,2026-04-14 22:59:00,21,91,20.0,True,0.64,通过,14.05,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000582,OP0278,UAV00845,复合翼无人机,成都,510100,西南,RT_510100_051,园区低空运营,2026-03-17 08:11:00,2026-03-17 14:11:00,2026-03-17 14:54:00,43,124,14.78,False,10.62,通过,56.47,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000583,OP0291,UAV01390,eVTOL,合肥,340100,华东,RT_340100_032,城市治理巡检,2026-04-01 03:40:00,2026-04-02 04:40:00,2026-04-02 05:37:00,57,73,57.05,True,118.59,通过,55.88,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000584,OP0403,UAV01246,多旋翼无人机,青岛,370200,华东,RT_370200_022,文旅观光,2026-03-10 09:34:00,2026-03-11 04:34:00,2026-03-11 05:30:00,56,121,30.09,True,2.89,通过,39.69,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000585,OP0343,UAV01884,多旋翼无人机,合肥,340100,华东,RT_340100_055,园区低空运营,2026-04-08 13:48:00,2026-04-09 03:48:00,2026-04-09 04:41:00,53,99,36.39,True,0.0,驳回,56.18,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000586,OP0439,UAV00510,复合翼无人机,武汉,420100,中南,RT_420100_007,医疗物资运输,2026-03-14 13:41:00,2026-03-14 14:41:00,2026-03-14 15:16:00,35,87,13.62,False,10.81,通过,20.9,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000587,OP0631,UAV02617,eVTOL,合肥,340100,华东,RT_340100_052,电力巡检,2026-03-13 04:38:00,2026-03-14 02:38:00,2026-03-14 02:48:00,10,110,32.55,True,118.21,通过,31.44,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000588,OP0425,UAV01515,多旋翼无人机,长沙,430100,中南,RT_430100_051,园区低空运营,2026-03-20 06:29:00,2026-03-21 18:29:00,2026-03-21 18:52:00,23,83,48.86,False,5.64,通过,43.32,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000589,OP0264,UAV01294,固定翼无人机,深圳,440300,中南,RT_440300_026,文旅观光,2026-05-16 11:04:00,2026-05-17 05:04:00,2026-05-17 06:02:00,58,112,8.96,True,7.32,通过,69.72,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000590,OP0568,UAV02409,固定翼无人机,武汉,420100,中南,RT_420100_017,电力巡检,2026-02-21 06:18:00,2026-02-21 11:18:00,2026-02-21 12:11:00,53,116,21.34,False,4.83,通过,14.51,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000591,OP0348,UAV02055,多旋翼无人机,珠海,440400,中南,RT_440400_022,交通巡查,2026-05-21 00:21:00,2026-05-21 02:21:00,2026-05-21 02:50:00,29,119,21.93,True,1.06,通过,49.65,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000592,OP0246,UAV01418,多旋翼无人机,郑州,410100,中南,RT_410100_049,园区低空运营,2026-03-06 22:39:00,2026-03-08 06:39:00,2026-03-08 07:33:00,54,53,28.73,False,5.78,通过,42.43,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000593,OP0348,UAV00990,多旋翼无人机,重庆,500000,西南,RT_500000_046,医疗物资运输,2026-06-06 20:44:00,2026-06-07 01:44:00,2026-06-07 02:11:00,27,93,40.72,True,4.1,通过,11.65,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000594,OP0299,UAV02064,多旋翼无人机,北京,110000,华北,RT_110000_043,文旅观光,2026-01-25 11:21:00,2026-01-26 10:21:00,2026-01-26 10:29:00,8,63,46.6,False,3.26,驳回,56.31,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000595,OP0090,UAV02395,直升机,成都,510100,西南,RT_510100_039,应急救援,2026-02-24 07:25:00,2026-02-24 15:25:00,2026-02-24 16:16:00,51,43,43.56,False,57.59,通过,33.15,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000596,OP0197,UAV02610,多旋翼无人机,北京,110000,华北,RT_110000_027,低空物流配送,2026-03-24 10:06:00,2026-03-25 14:06:00,2026-03-25 14:16:00,10,150,23.02,False,6.04,通过,20.85,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000597,OP0294,UAV01886,多旋翼无人机,杭州,330100,华东,RT_330100_023,园区低空运营,2026-01-29 01:51:00,2026-01-29 14:51:00,2026-01-29 15:14:00,23,66,38.89,False,0.0,通过,22.46,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000598,OP0101,UAV00669,多旋翼无人机,南京,320100,华东,RT_320100_019,应急救援,2026-01-09 09:24:00,2026-01-10 20:24:00,2026-01-10 20:40:00,16,86,46.69,True,4.05,通过,34.63,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000599,OP0165,UAV02721,固定翼无人机,珠海,440400,中南,RT_440400_045,电力巡检,2026-02-06 05:25:00,2026-02-06 10:25:00,2026-02-06 11:13:00,48,52,7.48,False,4.92,通过,70.66,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000600,OP0136,UAV01415,多旋翼无人机,南京,320100,华东,RT_320100_057,城市治理巡检,2026-05-13 09:12:00,2026-05-14 10:12:00,2026-05-14 10:38:00,26,77,52.5,False,6.88,通过,25.98,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000601,OP0404,UAV00403,多旋翼无人机,长沙,430100,中南,RT_430100_034,园区低空运营,2026-02-08 21:09:00,2026-02-10 06:09:00,2026-02-10 06:26:00,17,53,21.52,False,1.03,需补充材料,13.8,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000602,OP0548,UAV02494,固定翼无人机,珠海,440400,中南,RT_440400_022,交通巡查,2026-03-14 16:20:00,2026-03-15 03:20:00,2026-03-15 03:43:00,23,103,21.93,True,6.92,通过,12.45,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000603,OP0080,UAV02670,eVTOL,海口,460100,中南,RT_460100_024,医疗物资运输,2026-05-19 22:16:00,2026-05-21 10:16:00,2026-05-21 10:39:00,23,49,31.12,False,121.87,通过,42.43,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000604,OP0646,UAV00165,直升机,南京,320100,华东,RT_320100_060,医疗物资运输,2026-01-03 16:17:00,2026-01-04 03:17:00,2026-01-04 03:45:00,28,84,38.77,True,58.4,驳回,46.14,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000605,OP0060,UAV00614,多旋翼无人机,上海,310000,华东,RT_310000_016,文旅观光,2026-05-10 22:30:00,2026-05-11 21:30:00,2026-05-11 21:50:00,20,96,62.17,True,4.65,需补充材料,69.72,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000606,OP0028,UAV02275,多旋翼无人机,杭州,330100,华东,RT_330100_055,交通巡查,2026-04-21 02:12:00,2026-04-21 12:12:00,2026-04-21 12:59:00,47,173,23.02,False,1.4,通过,40.22,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000607,OP0645,UAV01979,多旋翼无人机,南通,320600,华东,RT_320600_042,园区低空运营,2026-04-26 13:49:00,2026-04-27 06:49:00,2026-04-27 07:53:00,64,111,56.66,False,0.61,通过,38.04,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000608,OP0125,UAV00549,多旋翼无人机,合肥,340100,华东,RT_340100_030,医疗物资运输,2026-03-22 04:32:00,2026-03-23 03:32:00,2026-03-23 04:19:00,47,105,13.46,True,1.98,通过,64.66,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000609,OP0128,UAV02076,直升机,郑州,410100,中南,RT_410100_060,电力巡检,2026-06-12 17:06:00,2026-06-13 08:06:00,2026-06-13 08:14:00,8,93,34.94,False,63.97,通过,2.38,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000610,OP0567,UAV00809,多旋翼无人机,北京,110000,华北,RT_110000_004,文旅观光,2026-01-02 22:01:00,2026-01-03 08:01:00,2026-01-03 08:39:00,38,115,38.19,False,1.43,驳回,48.48,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000611,OP0177,UAV00445,多旋翼无人机,珠海,440400,中南,RT_440400_031,医疗物资运输,2026-05-08 12:12:00,2026-05-08 13:12:00,2026-05-08 14:07:00,55,148,53.39,False,1.08,待审,48.24,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000612,OP0393,UAV02236,多旋翼无人机,长沙,430100,中南,RT_430100_018,电力巡检,2026-03-07 04:24:00,2026-03-07 23:24:00,2026-03-08 00:08:00,44,104,41.71,True,1.81,通过,43.25,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000613,OP0464,UAV01939,多旋翼无人机,厦门,350200,华东,RT_350200_008,低空物流配送,2026-03-26 16:43:00,2026-03-27 18:43:00,2026-03-27 19:23:00,40,81,34.88,False,3.65,通过,32.63,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000614,OP0257,UAV00397,多旋翼无人机,青岛,370200,华东,RT_370200_010,应急救援,2026-03-21 09:47:00,2026-03-21 20:47:00,2026-03-21 21:18:00,31,146,17.4,True,4.37,通过,20.87,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000615,OP0171,UAV02252,多旋翼无人机,珠海,440400,中南,RT_440400_052,低空物流配送,2026-06-24 12:23:00,2026-06-25 01:23:00,2026-06-25 01:56:00,33,39,15.92,True,2.71,驳回,34.59,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000616,OP0490,UAV00881,固定翼无人机,合肥,340100,华东,RT_340100_051,城市治理巡检,2026-01-03 22:25:00,2026-01-04 23:25:00,2026-01-04 23:57:00,32,171,66.65,True,3.12,通过,13.23,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000617,OP0329,UAV01569,eVTOL,东莞,441900,中南,RT_441900_045,园区低空运营,2026-04-24 23:44:00,2026-04-25 07:44:00,2026-04-25 08:21:00,37,132,53.99,False,118.6,需补充材料,59.45,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000618,OP0233,UAV00496,多旋翼无人机,西安,610100,西北,RT_610100_052,城市治理巡检,2026-06-20 00:10:00,2026-06-21 08:10:00,2026-06-21 08:25:00,15,109,29.43,False,3.93,通过,36.65,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000619,OP0001,UAV01553,eVTOL,深圳,440300,中南,RT_440300_031,低空物流配送,2026-06-13 04:32:00,2026-06-13 17:32:00,2026-06-13 17:58:00,26,67,8.31,False,120.07,通过,39.53,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000620,OP0442,UAV02424,直升机,苏州,320500,华东,RT_320500_022,交通巡查,2026-02-10 10:17:00,2026-02-11 08:17:00,2026-02-11 09:17:00,60,121,27.13,False,60.45,通过,21.46,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000621,OP0221,UAV02017,多旋翼无人机,郑州,410100,中南,RT_410100_056,交通巡查,2026-06-16 15:36:00,2026-06-17 19:36:00,2026-06-17 19:46:00,10,133,29.88,False,0.68,通过,31.2,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000622,OP0601,UAV01821,多旋翼无人机,海口,460100,中南,RT_460100_020,电力巡检,2026-02-09 14:57:00,2026-02-10 11:57:00,2026-02-10 12:39:00,42,138,46.28,False,1.72,驳回,64.82,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000623,OP0335,UAV00145,多旋翼无人机,青岛,370200,华东,RT_370200_010,应急救援,2026-01-03 11:57:00,2026-01-04 11:57:00,2026-01-04 12:29:00,32,164,17.4,False,3.86,待审,30.8,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000624,OP0127,UAV02404,复合翼无人机,西安,610100,西北,RT_610100_009,应急救援,2026-01-24 00:26:00,2026-01-25 01:26:00,2026-01-25 02:05:00,39,28,38.15,True,11.82,待审,70.11,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000625,OP0471,UAV02520,系留无人机,成都,510100,西南,RT_510100_057,城市治理巡检,2026-04-08 18:51:00,2026-04-09 06:51:00,2026-04-09 07:34:00,43,149,38.24,False,0.87,通过,34.01,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000626,OP0279,UAV00102,多旋翼无人机,上海,310000,华东,RT_310000_052,文旅观光,2026-05-29 22:57:00,2026-05-30 10:57:00,2026-05-30 11:14:00,17,132,37.0,False,6.49,通过,17.05,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000627,OP0151,UAV00072,固定翼无人机,重庆,500000,西南,RT_500000_044,文旅观光,2026-01-22 18:57:00,2026-01-23 21:57:00,2026-01-23 23:07:00,70,64,17.03,True,3.56,通过,70.74,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000628,OP0002,UAV02062,多旋翼无人机,武汉,420100,中南,RT_420100_023,医疗物资运输,2026-06-13 01:46:00,2026-06-14 13:46:00,2026-06-14 14:19:00,33,71,34.16,False,0.0,通过,6.03,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000629,OP0073,UAV01031,多旋翼无人机,南通,320600,华东,RT_320600_012,交通巡查,2026-04-17 04:32:00,2026-04-17 09:32:00,2026-04-17 10:27:00,55,160,34.7,False,3.47,驳回,28.14,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000630,OP0553,UAV01669,固定翼无人机,重庆,500000,西南,RT_500000_003,交通巡查,2026-01-04 11:40:00,2026-01-05 09:40:00,2026-01-05 09:48:00,8,122,35.51,False,8.08,驳回,17.81,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000631,OP0167,UAV01813,直升机,深圳,440300,中南,RT_440300_057,文旅观光,2026-04-20 23:07:00,2026-04-22 02:07:00,2026-04-22 02:47:00,40,107,48.98,True,59.29,撤销,49.38,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000632,OP0399,UAV01532,直升机,珠海,440400,中南,RT_440400_029,城市治理巡检,2026-05-21 20:31:00,2026-05-23 02:31:00,2026-05-23 03:18:00,47,69,29.69,True,55.93,通过,28.52,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000633,OP0466,UAV01559,固定翼无人机,成都,510100,西南,RT_510100_026,低空物流配送,2026-06-03 00:52:00,2026-06-04 07:52:00,2026-06-04 08:25:00,33,71,31.9,False,1.34,通过,59.32,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000634,OP0476,UAV02466,复合翼无人机,西安,610100,西北,RT_610100_034,城市治理巡检,2026-03-17 14:37:00,2026-03-18 18:37:00,2026-03-18 18:45:00,8,128,60.48,False,6.16,通过,47.81,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000635,OP0313,UAV00311,eVTOL,西安,610100,西北,RT_610100_012,电力巡检,2026-03-10 01:29:00,2026-03-10 20:29:00,2026-03-10 21:07:00,38,65,8.52,True,119.49,通过,13.18,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000636,OP0573,UAV02788,系留无人机,长沙,430100,中南,RT_430100_041,园区低空运营,2026-01-10 19:47:00,2026-01-11 01:47:00,2026-01-11 02:11:00,24,121,36.23,True,2.8,通过,36.85,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000637,OP0579,UAV00971,多旋翼无人机,苏州,320500,华东,RT_320500_004,医疗物资运输,2026-01-10 20:37:00,2026-01-11 00:37:00,2026-01-11 01:36:00,59,72,24.05,True,0.0,通过,30.27,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000638,OP0558,UAV02497,直升机,西安,610100,西北,RT_610100_009,应急救援,2026-03-19 15:08:00,2026-03-20 11:08:00,2026-03-20 11:50:00,42,58,38.15,False,61.23,通过,58.16,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000639,OP0240,UAV02002,复合翼无人机,青岛,370200,华东,RT_370200_015,园区低空运营,2026-06-10 16:53:00,2026-06-10 21:53:00,2026-06-10 22:08:00,15,120,49.08,True,10.57,待审,26.84,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000640,OP0445,UAV01614,多旋翼无人机,青岛,370200,华东,RT_370200_021,文旅观光,2026-04-23 22:11:00,2026-04-24 23:11:00,2026-04-24 23:58:00,47,82,32.86,True,0.72,通过,28.81,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000641,OP0482,UAV00230,多旋翼无人机,青岛,370200,华东,RT_370200_014,电力巡检,2026-05-02 16:40:00,2026-05-04 04:40:00,2026-05-04 04:48:00,8,86,38.44,True,6.28,通过,20.17,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000642,OP0600,UAV01519,多旋翼无人机,郑州,410100,中南,RT_410100_051,应急救援,2026-02-04 01:31:00,2026-02-04 10:31:00,2026-02-04 10:39:00,8,124,21.34,False,5.6,通过,55.31,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000643,OP0175,UAV00252,系留无人机,重庆,500000,西南,RT_500000_034,交通巡查,2026-01-14 14:17:00,2026-01-15 16:17:00,2026-01-15 16:35:00,18,63,87.8,False,2.85,通过,19.37,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000644,OP0081,UAV01181,多旋翼无人机,北京,110000,华北,RT_110000_037,电力巡检,2026-06-21 13:13:00,2026-06-23 01:13:00,2026-06-23 01:54:00,41,98,5.76,True,4.28,通过,66.33,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000645,OP0461,UAV02376,固定翼无人机,北京,110000,华北,RT_110000_032,园区低空运营,2026-06-07 08:25:00,2026-06-08 13:25:00,2026-06-08 14:13:00,48,112,10.95,False,5.08,通过,38.65,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000646,OP0399,UAV01231,多旋翼无人机,西安,610100,西北,RT_610100_018,低空物流配送,2026-03-30 01:36:00,2026-03-30 05:36:00,2026-03-30 06:15:00,39,110,27.57,True,2.35,通过,62.5,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000647,OP0350,UAV00909,多旋翼无人机,青岛,370200,华东,RT_370200_030,应急救援,2026-04-13 00:38:00,2026-04-13 11:38:00,2026-04-13 12:01:00,23,136,18.89,False,4.01,通过,46.34,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000648,OP0264,UAV00779,多旋翼无人机,长沙,430100,中南,RT_430100_025,城市治理巡检,2026-02-09 07:44:00,2026-02-10 06:44:00,2026-02-10 07:35:00,51,46,58.17,False,0.56,需补充材料,67.5,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000649,OP0187,UAV02218,多旋翼无人机,南通,320600,华东,RT_320600_058,电力巡检,2026-03-11 16:15:00,2026-03-12 12:15:00,2026-03-12 12:45:00,30,65,35.87,False,4.94,通过,54.47,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000650,OP0185,UAV00882,多旋翼无人机,南京,320100,华东,RT_320100_003,城市治理巡检,2026-01-09 21:00:00,2026-01-10 01:00:00,2026-01-10 01:52:00,52,127,51.3,True,2.49,通过,52.02,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000651,OP0004,UAV00832,多旋翼无人机,深圳,440300,中南,RT_440300_058,园区低空运营,2026-01-23 15:15:00,2026-01-25 01:15:00,2026-01-25 01:26:00,11,117,38.43,True,1.68,通过,28.31,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000652,OP0601,UAV00437,多旋翼无人机,青岛,370200,华东,RT_370200_057,应急救援,2026-06-05 06:57:00,2026-06-05 09:57:00,2026-06-05 10:10:00,13,89,27.51,False,5.14,通过,22.77,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000653,OP0215,UAV02702,多旋翼无人机,海口,460100,中南,RT_460100_047,城市治理巡检,2026-05-06 11:28:00,2026-05-07 20:28:00,2026-05-07 21:24:00,56,125,33.63,True,1.98,撤销,43.22,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000654,OP0308,UAV01070,多旋翼无人机,武汉,420100,中南,RT_420100_024,低空物流配送,2026-01-10 14:58:00,2026-01-11 09:58:00,2026-01-11 10:17:00,19,87,38.09,False,2.31,通过,38.32,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000655,OP0240,UAV01799,多旋翼无人机,重庆,500000,西南,RT_500000_042,医疗物资运输,2026-01-28 04:54:00,2026-01-29 13:54:00,2026-01-29 14:29:00,35,57,49.52,False,3.25,通过,79.59,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000656,OP0065,UAV00194,多旋翼无人机,深圳,440300,中南,RT_440300_030,城市治理巡检,2026-03-05 04:55:00,2026-03-06 16:55:00,2026-03-06 17:24:00,29,101,12.08,False,0.9,驳回,42.99,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000657,OP0559,UAV02432,多旋翼无人机,北京,110000,华北,RT_110000_004,文旅观光,2026-01-04 18:48:00,2026-01-05 19:48:00,2026-01-05 20:21:00,33,128,38.19,False,3.88,通过,44.48,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000658,OP0493,UAV01843,多旋翼无人机,海口,460100,中南,RT_460100_031,应急救援,2026-06-04 04:11:00,2026-06-05 11:11:00,2026-06-05 11:23:00,12,44,59.24,False,1.55,通过,58.06,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000659,OP0450,UAV01769,复合翼无人机,厦门,350200,华东,RT_350200_045,园区低空运营,2026-06-09 18:27:00,2026-06-11 04:27:00,2026-06-11 04:52:00,25,86,25.66,True,9.19,通过,13.24,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000660,OP0402,UAV00131,直升机,深圳,440300,中南,RT_440300_008,低空物流配送,2026-02-06 03:10:00,2026-02-06 09:10:00,2026-02-06 09:43:00,33,80,26.41,False,63.35,通过,75.61,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP000661,OP0449,UAV01320,固定翼无人机,合肥,340100,华东,RT_340100_002,电力巡检,2026-06-08 13:09:00,2026-06-09 15:09:00,2026-06-09 15:44:00,35,80,30.47,False,4.73,通过,26.86,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
