grid_id,city,city_code,region,centroid_lat,centroid_lon,airspace_class,max_allowed_altitude_m,nearby_airport_distance_km,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,weather_risk_score,computed_risk_score,computed_risk_level,no_fly_or_control_reason,data_nature,source_basis
320100_G0023,南京,320100,华东,32.207835,118.787767,适飞空域,120,6.22,2405.51,6.94,0.753,0.566,0.5,35.9,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0024,南京,320100,华东,32.227536,118.730186,适飞空域,120,11.57,3110.15,4.28,0.96,0.663,0.701,29.52,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0025,南京,320100,华东,32.32404,118.733829,适飞空域,120,4.67,3562.53,4.0,0.417,0.786,0.196,30.59,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0026,南京,320100,华东,31.797371,118.605908,适飞空域,120,16.98,1326.1,18.39,0.907,0.511,0.341,22.52,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0027,南京,320100,华东,32.232981,118.520826,机场净空保护区,30,22.96,1387.35,28.03,0.808,0.928,0.539,67.61,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0028,南京,320100,华东,32.146108,118.510202,敏感目标保护区,50,16.82,2173.79,11.03,0.547,0.826,0.513,83.71,严重,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0029,南京,320100,华东,31.946976,118.675106,低空物流走廊,150,29.67,469.56,7.84,0.343,0.769,0.167,18.99,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0030,南京,320100,华东,32.127817,118.757528,禁飞区,0,92.09,327.01,11.53,0.595,0.725,0.209,78.93,高,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0031,南京,320100,华东,32.239768,118.755983,适飞空域,120,66.53,1323.75,40.57,0.765,0.597,0.365,9.42,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0032,南京,320100,华东,31.999605,118.642144,适飞空域,120,40.8,1351.9,2.83,0.718,0.839,0.442,24.45,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0033,南京,320100,华东,32.220428,118.823111,机场净空保护区,30,11.6,1815.66,8.8,0.665,0.802,0.442,75.07,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0034,南京,320100,华东,31.989003,118.895266,适飞空域,120,5.45,1048.12,31.15,0.663,0.596,0.096,35.11,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0035,南京,320100,华东,32.040575,118.698199,适飞空域,120,10.07,413.42,46.34,0.818,0.825,0.303,11.41,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0036,南京,320100,华东,32.096365,118.588444,适飞空域,120,16.81,1617.11,5.33,0.652,0.625,0.388,20.08,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0037,南京,320100,华东,31.843867,119.033798,禁飞区,0,27.99,1282.08,11.29,0.669,0.822,0.634,86.24,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0038,南京,320100,华东,31.86717,118.983431,文旅体验区,120,71.37,1773.29,48.56,0.808,0.918,0.33,29.18,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0039,南京,320100,华东,32.119914,118.740657,管制空域,60,29.38,2368.16,20.93,0.917,0.912,0.115,41.52,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0040,南京,320100,华东,32.046839,118.665022,管制空域,60,23.01,1974.32,16.46,0.701,0.824,0.451,50.02,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0041,南京,320100,华东,31.91072,118.787281,低空物流走廊,150,6.37,2740.1,18.29,0.994,0.309,0.085,24.34,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0042,南京,320100,华东,31.882398,118.547227,禁飞区,0,28.84,1614.72,24.34,0.794,0.804,0.29,94.99,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0043,南京,320100,华东,31.880242,118.948818,管制空域,60,28.2,1737.18,2.98,0.856,0.534,0.272,47.37,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0044,南京,320100,华东,31.89389,118.847415,敏感目标保护区,50,30.62,1422.55,13.8,0.778,0.896,0.427,77.71,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0045,南京,320100,华东,32.328791,118.862088,禁飞区,0,6.91,1056.88,10.34,0.565,0.866,0.312,100.0,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0046,南京,320100,华东,31.940759,118.928684,机场净空保护区,30,24.48,3798.8,14.09,0.878,0.665,0.145,66.03,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0047,南京,320100,华东,32.023215,119.007825,适飞空域,120,1.77,2606.51,4.88,0.842,0.871,0.095,26.12,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0048,南京,320100,华东,31.808362,119.01895,管制空域,60,20.19,88.06,1.32,0.599,0.755,0.329,57.6,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0049,南京,320100,华东,31.848608,119.101804,管制空域,60,14.52,2554.67,7.0,0.725,0.857,0.176,42.73,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0050,南京,320100,华东,32.126411,118.89108,低空物流走廊,150,0.98,1342.24,29.37,0.499,0.668,0.548,42.51,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0051,南京,320100,华东,32.065556,118.493817,机场净空保护区,30,22.06,996.33,4.61,0.891,0.871,0.587,59.87,中,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0052,南京,320100,华东,31.987118,118.868949,管制空域,60,8.18,566.45,12.29,0.826,0.521,0.161,48.99,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0053,南京,320100,华东,31.863284,118.64514,低空物流走廊,150,56.11,382.6,7.43,0.864,0.371,0.427,20.93,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0054,南京,320100,华东,31.959882,118.485947,禁飞区,0,4.53,2850.24,8.77,0.486,0.93,0.457,100.0,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0055,南京,320100,华东,32.115762,119.103524,适飞空域,120,14.79,450.42,9.38,0.649,0.877,0.262,21.68,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0056,南京,320100,华东,32.244658,118.710458,管制空域,60,0.64,2119.42,9.93,0.869,0.97,0.236,76.55,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0057,南京,320100,华东,31.914134,118.519542,适飞空域,120,4.54,2431.49,24.6,0.906,0.82,0.212,16.08,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0058,南京,320100,华东,31.928072,118.911481,适飞空域,120,2.55,4807.8,11.37,0.881,0.552,0.475,30.79,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0059,南京,320100,华东,32.010996,118.977674,管制空域,60,50.21,1483.18,20.79,0.687,0.802,0.217,42.35,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0060,南京,320100,华东,32.048062,118.664079,文旅体验区,120,0.5,4945.32,10.01,0.809,0.785,0.046,42.1,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0061,南京,320100,华东,32.01666,118.585205,适飞空域,120,8.16,2885.14,7.96,0.369,0.732,0.277,36.28,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0062,南京,320100,华东,31.969883,118.642036,文旅体验区,120,18.5,1441.93,7.64,0.514,0.66,0.235,29.79,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0063,南京,320100,华东,32.299312,118.789073,适飞空域,120,2.27,795.15,17.33,0.816,0.902,0.425,33.6,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0064,南京,320100,华东,32.052533,118.734336,适飞空域,120,13.25,1918.66,16.36,0.837,0.703,0.237,14.54,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0065,南京,320100,华东,31.87998,119.110823,管制空域,60,4.15,1065.03,21.72,0.771,0.688,0.192,53.57,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0066,南京,320100,华东,31.843915,118.54902,机场净空保护区,30,1.99,914.15,31.3,0.411,0.736,0.083,87.66,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0067,南京,320100,华东,32.277735,118.731616,机场净空保护区,30,13.23,1142.55,16.63,0.972,0.831,0.524,77.61,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0068,南京,320100,华东,31.78887,118.744886,管制空域,60,5.36,162.16,18.06,0.649,0.659,0.272,68.38,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0069,南京,320100,华东,32.292113,118.545112,适飞空域,120,13.79,2818.74,7.31,0.661,0.887,0.079,3.92,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0070,南京,320100,华东,32.234325,119.021615,文旅体验区,120,40.63,2636.43,21.88,0.743,0.875,0.125,28.45,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0071,南京,320100,华东,31.942549,119.095474,适飞空域,120,14.16,332.0,19.81,0.904,0.664,0.251,16.33,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0072,南京,320100,华东,31.918432,118.524402,管制空域,60,8.48,1455.66,5.52,0.919,0.564,0.347,52.84,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0073,南京,320100,华东,32.022025,118.548606,适飞空域,120,0.5,4272.22,2.77,0.623,0.69,0.124,29.81,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0074,南京,320100,华东,32.202896,119.027009,适飞空域,120,4.77,2499.14,3.67,0.635,0.713,0.061,12.32,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0075,南京,320100,华东,32.207573,119.094186,禁飞区,0,5.85,456.7,18.93,0.964,0.691,0.169,94.95,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0076,南京,320100,华东,31.897543,118.725998,适飞空域,120,10.87,2972.0,19.22,0.481,0.785,0.314,28.56,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0077,南京,320100,华东,32.023279,118.899287,敏感目标保护区,50,44.94,734.02,19.86,0.686,0.862,0.168,71.14,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0078,南京,320100,华东,32.210957,118.765171,禁飞区,0,14.42,731.17,21.62,0.599,0.739,0.599,96.39,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0079,南京,320100,华东,31.988676,118.68599,敏感目标保护区,50,22.28,3080.14,19.98,0.745,0.698,0.404,72.14,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0080,南京,320100,华东,32.005878,118.918462,适飞空域,120,1.9,580.78,20.57,0.875,0.671,0.166,35.05,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0081,南京,320100,华东,32.15035,118.819221,管制空域,60,44.4,3926.35,10.4,0.696,0.65,0.299,42.83,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0082,南京,320100,华东,32.263141,118.793471,适飞空域,120,5.86,915.46,3.87,0.455,0.841,0.484,34.51,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0083,南京,320100,华东,31.860451,118.909038,适飞空域,120,1.0,2139.92,11.3,0.719,0.73,0.116,29.94,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0084,南京,320100,华东,32.241816,118.746367,管制空域,60,34.83,3780.08,9.14,0.749,0.66,0.197,41.3,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0085,南京,320100,华东,31.9487,118.663027,适飞空域,120,8.68,3683.88,5.23,0.829,0.661,0.357,19.29,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0086,南京,320100,华东,31.964054,118.655878,适飞空域,120,5.99,1401.44,16.88,0.838,0.717,0.221,26.2,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0087,南京,320100,华东,32.295523,119.062658,适飞空域,120,11.43,1174.96,29.42,0.331,0.674,0.375,25.15,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0088,南京,320100,华东,32.031132,119.064592,适飞空域,120,3.95,3350.38,17.22,0.755,0.831,0.287,25.99,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0089,南京,320100,华东,31.905064,119.087593,适飞空域,120,0.64,3774.18,12.22,0.742,0.632,0.289,25.03,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0090,南京,320100,华东,32.027052,118.789091,管制空域,60,8.0,3082.58,11.76,0.374,0.815,0.313,66.37,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0091,南京,320100,华东,32.103292,118.706212,适飞空域,120,2.85,1436.4,33.03,0.632,0.736,0.18,13.84,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0092,南京,320100,华东,31.825819,118.679244,管制空域,60,17.71,1297.78,9.27,0.666,0.571,0.479,58.29,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0093,南京,320100,华东,32.154608,118.663412,适飞空域,120,27.49,335.52,6.32,0.81,0.878,0.538,24.81,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0094,南京,320100,华东,32.023959,118.649521,低空物流走廊,150,9.03,1800.72,15.99,0.785,0.905,0.15,24.59,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0095,南京,320100,华东,31.795438,119.037987,适飞空域,120,4.25,1054.43,12.33,0.456,0.706,0.152,32.11,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0096,南京,320100,华东,31.888374,118.921301,适飞空域,120,7.18,341.83,6.88,0.759,0.659,0.392,25.3,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0097,南京,320100,华东,31.924186,118.882191,禁飞区,0,2.79,1506.71,6.59,0.803,0.926,0.52,98.96,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0098,南京,320100,华东,32.302645,118.670435,禁飞区,0,28.44,636.28,22.26,0.921,0.912,0.167,74.67,高,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0099,南京,320100,华东,32.137082,118.773404,文旅体验区,120,13.49,1454.25,28.91,0.786,0.813,0.037,28.85,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0100,南京,320100,华东,32.266394,118.752511,机场净空保护区,30,1.55,3316.99,34.72,0.88,0.896,0.274,78.69,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0101,南京,320100,华东,31.828847,118.956404,适飞空域,120,0.95,2466.0,51.58,0.335,0.865,0.054,29.88,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0102,南京,320100,华东,32.253253,118.801523,敏感目标保护区,50,7.87,2811.46,28.45,0.747,0.58,0.627,80.46,严重,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0103,南京,320100,华东,32.282749,118.571358,适飞空域,120,7.02,1454.48,11.26,0.624,0.757,0.563,25.73,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0104,南京,320100,华东,32.114509,118.883584,适飞空域,120,20.62,3026.01,27.22,0.614,0.725,0.352,17.54,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0105,南京,320100,华东,32.095421,118.980961,管制空域,60,59.4,1241.34,3.03,0.559,0.945,0.089,51.79,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0106,南京,320100,华东,32.268106,118.519961,适飞空域,120,29.63,1598.91,7.94,0.651,0.888,0.361,12.46,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0107,南京,320100,华东,31.951669,118.721387,机场净空保护区,30,17.65,3080.74,1.39,0.972,0.807,0.318,65.01,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0108,南京,320100,华东,31.864542,118.911165,适飞空域,120,7.41,1647.81,5.4,0.744,0.851,0.206,19.82,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0109,南京,320100,华东,32.322003,118.998666,文旅体验区,120,55.34,475.42,20.9,0.577,0.702,0.345,28.69,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0110,南京,320100,华东,32.026169,119.05139,管制空域,60,33.06,3287.23,17.59,0.694,0.909,0.167,37.95,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0111,南京,320100,华东,32.191374,119.08355,管制空域,60,15.04,2669.05,6.96,0.758,0.627,0.335,45.51,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0112,南京,320100,华东,32.270385,118.980399,禁飞区,0,1.12,2557.01,29.67,0.514,0.901,0.291,100.0,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0113,南京,320100,华东,31.878589,118.930316,适飞空域,120,2.3,2219.57,13.39,0.308,0.858,0.43,37.96,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0114,南京,320100,华东,31.939015,118.924369,机场净空保护区,30,4.31,665.57,11.97,0.959,0.68,0.486,74.11,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0115,南京,320100,华东,32.049602,118.826972,适飞空域,120,11.93,2087.42,15.0,0.749,0.497,0.191,19.51,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0116,南京,320100,华东,31.980369,118.574008,适飞空域,120,35.58,843.12,30.5,0.964,0.353,0.593,24.56,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0117,南京,320100,华东,31.921963,118.810149,管制空域,60,19.96,421.61,5.09,0.876,0.666,0.048,39.97,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0118,南京,320100,华东,31.962577,118.745506,管制空域,60,16.15,2809.32,19.25,0.866,0.711,0.116,42.92,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0119,南京,320100,华东,32.074878,118.533218,敏感目标保护区,50,24.01,4620.71,0.62,0.968,0.488,0.3,64.77,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0120,南京,320100,华东,31.796909,118.960751,适飞空域,120,19.86,1743.97,8.35,0.896,0.892,0.312,14.11,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0121,南京,320100,华东,31.86022,118.56781,敏感目标保护区,50,18.53,505.34,14.07,0.709,0.85,0.325,74.07,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0122,南京,320100,华东,31.882027,119.096568,管制空域,60,12.7,1694.98,8.06,0.562,0.424,0.282,54.5,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0123,南京,320100,华东,31.874645,119.056249,机场净空保护区,30,7.42,647.41,23.96,0.163,0.789,0.279,73.92,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0124,南京,320100,华东,31.794199,118.975238,管制空域,60,13.35,1785.45,5.2,0.884,0.87,0.208,58.07,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0125,南京,320100,华东,31.823598,118.573609,适飞空域,120,21.53,3718.88,2.34,0.747,0.795,0.178,25.2,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0126,南京,320100,华东,31.835924,118.911966,适飞空域,120,9.66,694.77,7.47,0.58,0.964,0.35,22.45,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0127,南京,320100,华东,32.08334,118.870507,机场净空保护区,30,12.63,902.33,24.3,0.902,0.654,0.485,80.95,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0128,南京,320100,华东,32.154639,118.682766,禁飞区,0,1.84,2254.46,10.19,0.571,0.798,0.357,100.0,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0129,南京,320100,华东,31.927498,118.650924,适飞空域,120,2.26,2215.25,22.8,0.396,0.859,0.057,24.67,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0130,南京,320100,华东,32.065966,118.999154,管制空域,60,5.22,382.96,1.71,0.865,0.844,0.221,43.21,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
320100_G0131,南京,320100,华东,32.118095,119.051016,敏感目标保护区,50,15.94,550.95,21.35,0.735,0.806,0.3,79.54,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
