route_id,city,city_code,region,scenario,origin_vertiport_id,destination_vertiport_id,route_distance_km,planned_altitude_m,corridor_width_m,daily_planned_sorties,route_status,risk_control_requirement,data_nature,source_basis
RT_320600_010,南通,320600,华东,交通巡查,VP_320600_036,VP_320600_021,15.76,100,150,2,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_011,南通,320600,华东,城市治理巡检,VP_320600_004,VP_320600_018,27.89,100,120,9,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_012,南通,320600,华东,交通巡查,VP_320600_028,VP_320600_016,34.7,150,150,5,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_013,南通,320600,华东,低空物流配送,VP_320600_022,VP_320600_010,15.03,100,80,27,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_014,南通,320600,华东,城市治理巡检,VP_320600_021,VP_320600_020,28.25,60,60,5,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_015,南通,320600,华东,医疗物资运输,VP_320600_041,VP_320600_022,36.47,60,150,9,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_016,南通,320600,华东,低空物流配送,VP_320600_034,VP_320600_041,21.95,80,120,2,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_017,南通,320600,华东,园区低空运营,VP_320600_012,VP_320600_026,43.81,80,80,26,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_018,南通,320600,华东,医疗物资运输,VP_320600_016,VP_320600_010,38.25,120,80,2,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_019,南通,320600,华东,文旅观光,VP_320600_008,VP_320600_006,35.41,80,100,9,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_020,南通,320600,华东,城市治理巡检,VP_320600_022,VP_320600_029,10.21,60,60,1,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_021,南通,320600,华东,交通巡查,VP_320600_040,VP_320600_003,26.55,120,120,6,规划,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_022,南通,320600,华东,应急救援,VP_320600_002,VP_320600_026,15.92,80,60,10,暂停,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_023,南通,320600,华东,电力巡检,VP_320600_024,VP_320600_017,47.88,80,150,18,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_024,南通,320600,华东,园区低空运营,VP_320600_013,VP_320600_015,57.28,120,150,5,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_025,南通,320600,华东,应急救援,VP_320600_021,VP_320600_015,23.54,120,100,20,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_026,南通,320600,华东,医疗物资运输,VP_320600_010,VP_320600_001,24.37,60,100,16,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_027,南通,320600,华东,园区低空运营,VP_320600_023,VP_320600_001,41.24,100,80,7,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_028,南通,320600,华东,交通巡查,VP_320600_034,VP_320600_036,52.6,100,150,1,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_029,南通,320600,华东,医疗物资运输,VP_320600_021,VP_320600_016,24.09,100,80,35,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_030,南通,320600,华东,应急救援,VP_320600_017,VP_320600_032,9.36,60,120,14,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_031,南通,320600,华东,低空物流配送,VP_320600_039,VP_320600_006,40.43,150,80,10,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_032,南通,320600,华东,城市治理巡检,VP_320600_007,VP_320600_013,3.02,80,80,12,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_033,南通,320600,华东,文旅观光,VP_320600_012,VP_320600_040,56.78,120,120,28,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_034,南通,320600,华东,交通巡查,VP_320600_004,VP_320600_039,33.38,100,120,4,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_035,南通,320600,华东,城市治理巡检,VP_320600_039,VP_320600_009,4.85,100,150,5,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_036,南通,320600,华东,园区低空运营,VP_320600_041,VP_320600_040,44.34,100,60,10,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_037,南通,320600,华东,应急救援,VP_320600_007,VP_320600_019,46.15,100,100,17,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_038,南通,320600,华东,交通巡查,VP_320600_022,VP_320600_027,19.39,60,60,42,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_039,南通,320600,华东,应急救援,VP_320600_038,VP_320600_004,29.91,120,80,7,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_040,南通,320600,华东,医疗物资运输,VP_320600_028,VP_320600_022,12.01,120,100,20,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_041,南通,320600,华东,医疗物资运输,VP_320600_042,VP_320600_010,45.78,60,150,16,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_042,南通,320600,华东,园区低空运营,VP_320600_035,VP_320600_014,56.66,120,100,1,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_043,南通,320600,华东,城市治理巡检,VP_320600_035,VP_320600_044,34.76,120,80,43,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_044,南通,320600,华东,电力巡检,VP_320600_003,VP_320600_028,20.0,100,150,12,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_045,南通,320600,华东,城市治理巡检,VP_320600_041,VP_320600_027,54.02,120,100,15,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_046,南通,320600,华东,低空物流配送,VP_320600_039,VP_320600_025,52.54,80,60,22,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_047,南通,320600,华东,电力巡检,VP_320600_044,VP_320600_031,7.59,100,150,50,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_048,南通,320600,华东,医疗物资运输,VP_320600_043,VP_320600_023,43.74,60,60,14,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_049,南通,320600,华东,电力巡检,VP_320600_007,VP_320600_036,43.3,100,80,16,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_050,南通,320600,华东,应急救援,VP_320600_041,VP_320600_039,27.28,60,120,38,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_051,南通,320600,华东,低空物流配送,VP_320600_031,VP_320600_042,7.0,100,120,8,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_052,南通,320600,华东,应急救援,VP_320600_032,VP_320600_023,9.71,120,120,38,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_053,南通,320600,华东,交通巡查,VP_320600_021,VP_320600_015,25.28,100,120,1,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_054,南通,320600,华东,应急救援,VP_320600_012,VP_320600_025,41.45,60,80,15,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_055,南通,320600,华东,城市治理巡检,VP_320600_008,VP_320600_039,44.94,80,120,30,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_056,南通,320600,华东,城市治理巡检,VP_320600_034,VP_320600_041,19.84,60,150,11,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_057,南通,320600,华东,低空物流配送,VP_320600_016,VP_320600_025,7.94,100,120,19,试运行,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_058,南通,320600,华东,电力巡检,VP_320600_033,VP_320600_026,35.87,60,150,28,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_059,南通,320600,华东,低空物流配送,VP_320600_042,VP_320600_028,34.79,60,150,10,试运行,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_320600_060,南通,320600,华东,文旅观光,VP_320600_012,VP_320600_017,0.92,120,120,4,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_001,厦门,350200,华东,交通巡查,VP_350200_044,VP_350200_037,36.52,80,120,6,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_002,厦门,350200,华东,低空物流配送,VP_350200_042,VP_350200_039,27.36,80,80,14,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_003,厦门,350200,华东,园区低空运营,VP_350200_019,VP_350200_005,31.57,80,120,22,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_004,厦门,350200,华东,电力巡检,VP_350200_006,VP_350200_032,16.87,100,120,2,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_005,厦门,350200,华东,医疗物资运输,VP_350200_026,VP_350200_014,14.83,80,80,11,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_006,厦门,350200,华东,医疗物资运输,VP_350200_008,VP_350200_022,26.96,80,60,12,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_007,厦门,350200,华东,交通巡查,VP_350200_009,VP_350200_011,14.13,60,100,3,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_008,厦门,350200,华东,低空物流配送,VP_350200_012,VP_350200_001,34.88,100,150,11,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_009,厦门,350200,华东,交通巡查,VP_350200_042,VP_350200_018,55.01,80,60,27,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_010,厦门,350200,华东,文旅观光,VP_350200_028,VP_350200_030,38.92,100,60,7,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_011,厦门,350200,华东,园区低空运营,VP_350200_017,VP_350200_007,48.52,120,60,19,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_012,厦门,350200,华东,医疗物资运输,VP_350200_029,VP_350200_031,10.74,100,80,12,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_013,厦门,350200,华东,低空物流配送,VP_350200_007,VP_350200_018,55.12,100,150,11,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_014,厦门,350200,华东,文旅观光,VP_350200_008,VP_350200_035,37.55,60,120,23,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_015,厦门,350200,华东,低空物流配送,VP_350200_021,VP_350200_045,35.49,60,100,3,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_016,厦门,350200,华东,医疗物资运输,VP_350200_028,VP_350200_045,54.67,60,100,12,规划,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_017,厦门,350200,华东,电力巡检,VP_350200_007,VP_350200_031,21.24,100,100,9,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_018,厦门,350200,华东,城市治理巡检,VP_350200_009,VP_350200_044,36.08,80,80,23,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_019,厦门,350200,华东,电力巡检,VP_350200_023,VP_350200_024,14.16,100,150,15,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_020,厦门,350200,华东,医疗物资运输,VP_350200_040,VP_350200_031,19.28,60,100,54,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_021,厦门,350200,华东,交通巡查,VP_350200_016,VP_350200_032,42.04,60,120,20,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_022,厦门,350200,华东,城市治理巡检,VP_350200_035,VP_350200_011,49.5,150,80,2,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_023,厦门,350200,华东,应急救援,VP_350200_042,VP_350200_022,61.35,100,80,28,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_024,厦门,350200,华东,医疗物资运输,VP_350200_036,VP_350200_010,48.68,120,60,30,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_025,厦门,350200,华东,交通巡查,VP_350200_009,VP_350200_012,45.89,120,100,6,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_026,厦门,350200,华东,电力巡检,VP_350200_011,VP_350200_038,22.89,80,120,10,暂停,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_027,厦门,350200,华东,文旅观光,VP_350200_037,VP_350200_019,37.0,100,150,42,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_028,厦门,350200,华东,应急救援,VP_350200_044,VP_350200_002,52.94,60,150,30,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_029,厦门,350200,华东,城市治理巡检,VP_350200_043,VP_350200_018,37.91,150,60,12,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_030,厦门,350200,华东,应急救援,VP_350200_001,VP_350200_025,36.34,100,150,4,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_031,厦门,350200,华东,低空物流配送,VP_350200_040,VP_350200_033,40.1,80,60,7,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_032,厦门,350200,华东,医疗物资运输,VP_350200_013,VP_350200_018,18.12,60,100,14,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_033,厦门,350200,华东,文旅观光,VP_350200_023,VP_350200_045,41.92,120,120,8,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_034,厦门,350200,华东,文旅观光,VP_350200_007,VP_350200_033,53.83,120,120,5,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_035,厦门,350200,华东,交通巡查,VP_350200_017,VP_350200_024,57.17,150,80,22,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_036,厦门,350200,华东,交通巡查,VP_350200_043,VP_350200_039,10.84,120,150,16,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_037,厦门,350200,华东,城市治理巡检,VP_350200_004,VP_350200_026,28.93,100,100,11,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_038,厦门,350200,华东,文旅观光,VP_350200_037,VP_350200_002,57.65,120,100,14,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_039,厦门,350200,华东,文旅观光,VP_350200_011,VP_350200_006,33.29,60,60,4,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_040,厦门,350200,华东,城市治理巡检,VP_350200_005,VP_350200_013,32.84,80,120,10,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_041,厦门,350200,华东,文旅观光,VP_350200_003,VP_350200_014,9.83,100,60,8,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_042,厦门,350200,华东,交通巡查,VP_350200_039,VP_350200_040,5.41,100,80,18,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_043,厦门,350200,华东,应急救援,VP_350200_001,VP_350200_025,34.81,100,60,22,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_044,厦门,350200,华东,应急救援,VP_350200_005,VP_350200_019,32.85,100,120,16,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_045,厦门,350200,华东,园区低空运营,VP_350200_025,VP_350200_013,25.66,80,150,15,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_046,厦门,350200,华东,应急救援,VP_350200_006,VP_350200_025,13.91,80,80,10,试运行,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_047,厦门,350200,华东,电力巡检,VP_350200_030,VP_350200_008,35.89,100,80,20,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_048,厦门,350200,华东,城市治理巡检,VP_350200_039,VP_350200_022,41.22,80,150,14,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_049,厦门,350200,华东,文旅观光,VP_350200_024,VP_350200_032,7.75,60,80,2,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_050,厦门,350200,华东,医疗物资运输,VP_350200_015,VP_350200_007,36.06,60,60,6,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_051,厦门,350200,华东,应急救援,VP_350200_042,VP_350200_030,25.7,100,150,21,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_052,厦门,350200,华东,医疗物资运输,VP_350200_042,VP_350200_041,64.15,150,150,4,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_053,厦门,350200,华东,应急救援,VP_350200_039,VP_350200_001,45.95,80,80,5,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_054,厦门,350200,华东,园区低空运营,VP_350200_021,VP_350200_007,27.59,60,120,4,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_055,厦门,350200,华东,电力巡检,VP_350200_040,VP_350200_015,12.69,100,100,10,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_056,厦门,350200,华东,文旅观光,VP_350200_011,VP_350200_041,1.95,80,80,6,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_057,厦门,350200,华东,应急救援,VP_350200_017,VP_350200_013,17.62,80,150,5,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_058,厦门,350200,华东,城市治理巡检,VP_350200_036,VP_350200_021,43.32,100,120,8,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_059,厦门,350200,华东,应急救援,VP_350200_005,VP_350200_030,15.18,100,100,27,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_350200_060,厦门,350200,华东,应急救援,VP_350200_037,VP_350200_007,19.14,120,120,37,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_001,合肥,340100,华东,园区低空运营,VP_340100_026,VP_340100_015,20.5,100,100,29,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_002,合肥,340100,华东,电力巡检,VP_340100_010,VP_340100_023,30.47,100,100,6,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_003,合肥,340100,华东,医疗物资运输,VP_340100_023,VP_340100_005,22.63,120,120,6,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_004,合肥,340100,华东,应急救援,VP_340100_031,VP_340100_037,29.36,150,80,9,规划,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_005,合肥,340100,华东,低空物流配送,VP_340100_039,VP_340100_034,51.49,100,60,10,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_006,合肥,340100,华东,城市治理巡检,VP_340100_039,VP_340100_044,35.64,80,120,6,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_007,合肥,340100,华东,电力巡检,VP_340100_022,VP_340100_045,32.16,80,60,9,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_008,合肥,340100,华东,应急救援,VP_340100_002,VP_340100_001,19.81,100,60,19,试运行,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_009,合肥,340100,华东,文旅观光,VP_340100_041,VP_340100_023,17.46,80,60,16,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_010,合肥,340100,华东,医疗物资运输,VP_340100_018,VP_340100_027,32.5,100,60,37,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_011,合肥,340100,华东,低空物流配送,VP_340100_027,VP_340100_016,17.43,100,100,9,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_012,合肥,340100,华东,文旅观光,VP_340100_045,VP_340100_003,45.87,80,80,12,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_013,合肥,340100,华东,电力巡检,VP_340100_037,VP_340100_004,24.48,100,60,1,规划,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_014,合肥,340100,华东,城市治理巡检,VP_340100_033,VP_340100_026,55.5,100,100,10,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_015,合肥,340100,华东,低空物流配送,VP_340100_022,VP_340100_018,13.45,60,120,1,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_016,合肥,340100,华东,电力巡检,VP_340100_045,VP_340100_018,45.54,60,60,49,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_017,合肥,340100,华东,文旅观光,VP_340100_025,VP_340100_024,35.79,100,60,7,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_018,合肥,340100,华东,应急救援,VP_340100_034,VP_340100_002,41.5,100,120,6,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_019,合肥,340100,华东,园区低空运营,VP_340100_033,VP_340100_027,42.94,100,150,8,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_020,合肥,340100,华东,文旅观光,VP_340100_027,VP_340100_019,57.14,100,60,5,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_021,合肥,340100,华东,低空物流配送,VP_340100_040,VP_340100_015,45.78,60,60,32,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_022,合肥,340100,华东,低空物流配送,VP_340100_035,VP_340100_007,27.54,80,120,27,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_023,合肥,340100,华东,电力巡检,VP_340100_039,VP_340100_009,39.94,80,150,15,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_024,合肥,340100,华东,低空物流配送,VP_340100_028,VP_340100_014,13.31,120,150,49,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_025,合肥,340100,华东,应急救援,VP_340100_022,VP_340100_043,35.97,80,150,39,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_026,合肥,340100,华东,城市治理巡检,VP_340100_036,VP_340100_032,45.92,120,150,3,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_027,合肥,340100,华东,应急救援,VP_340100_035,VP_340100_016,8.97,150,80,26,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_028,合肥,340100,华东,文旅观光,VP_340100_012,VP_340100_021,39.58,60,150,28,试运行,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_029,合肥,340100,华东,交通巡查,VP_340100_022,VP_340100_039,22.58,80,80,5,运营,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_030,合肥,340100,华东,医疗物资运输,VP_340100_035,VP_340100_041,13.46,100,120,4,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_031,合肥,340100,华东,电力巡检,VP_340100_019,VP_340100_031,14.89,80,100,19,运营,重点监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_032,合肥,340100,华东,城市治理巡检,VP_340100_018,VP_340100_040,57.05,80,80,41,暂停,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_033,合肥,340100,华东,交通巡查,VP_340100_035,VP_340100_003,20.33,80,150,6,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_034,合肥,340100,华东,电力巡检,VP_340100_031,VP_340100_026,48.89,80,60,19,试运行,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_035,合肥,340100,华东,应急救援,VP_340100_033,VP_340100_017,48.27,100,60,9,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_036,合肥,340100,华东,文旅观光,VP_340100_002,VP_340100_030,41.58,120,100,12,暂停,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_037,合肥,340100,华东,电力巡检,VP_340100_015,VP_340100_013,29.72,150,60,5,规划,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_038,合肥,340100,华东,园区低空运营,VP_340100_026,VP_340100_029,48.33,100,80,6,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_039,合肥,340100,华东,低空物流配送,VP_340100_029,VP_340100_040,29.67,80,150,16,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_040,合肥,340100,华东,交通巡查,VP_340100_021,VP_340100_007,22.71,100,150,8,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_041,合肥,340100,华东,医疗物资运输,VP_340100_021,VP_340100_007,23.05,100,100,5,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_042,合肥,340100,华东,文旅观光,VP_340100_003,VP_340100_036,18.84,120,150,15,试运行,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_043,合肥,340100,华东,电力巡检,VP_340100_022,VP_340100_017,41.84,120,80,7,运营,禁夜航,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_044,合肥,340100,华东,低空物流配送,VP_340100_037,VP_340100_031,25.94,120,100,17,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_045,合肥,340100,华东,交通巡查,VP_340100_039,VP_340100_030,23.71,100,120,6,规划,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_046,合肥,340100,华东,文旅观光,VP_340100_029,VP_340100_043,54.72,120,120,9,运营,普通监控,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
RT_340100_047,合肥,340100,华东,电力巡检,VP_340100_030,VP_340100_020,20.74,100,150,14,暂停,需审批,simulated_demo_sample,由模拟起降点组合生成，非真实航线。
