vertiport_id,city,city_code,region,vertiport_type,lat,lon,pad_count,charging_available,daily_capacity_sorties,ground_access_level,approval_status,data_nature,source_basis
VP_440300_044,深圳,440300,中南,应急救援起降点,22.597956,114.244299,2,True,80,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_440300_045,深圳,440300,中南,eVTOL候机点,22.435407,113.997018,1,True,20,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_001,苏州,320500,华东,eVTOL候机点,31.227339,120.756507,2,True,20,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_002,苏州,320500,华东,文旅观光起降点,31.386296,120.833296,6,True,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_003,苏州,320500,华东,物流起降点,31.277424,120.523519,3,False,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_004,苏州,320500,华东,园区综合起降点,31.295998,120.313006,1,True,200,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_005,苏州,320500,华东,园区综合起降点,31.280007,120.850211,6,True,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_006,苏州,320500,华东,应急救援起降点,31.365487,120.435839,1,False,200,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_007,苏州,320500,华东,物流起降点,31.396158,120.676952,2,False,80,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_008,苏州,320500,华东,应急救援起降点,31.379794,120.636966,1,True,120,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_009,苏州,320500,华东,文旅观光起降点,31.122934,120.606477,1,True,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_010,苏州,320500,华东,园区综合起降点,31.243498,120.521727,2,False,80,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_011,苏州,320500,华东,医疗起降点,31.191664,120.313277,2,True,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_012,苏州,320500,华东,文旅观光起降点,31.148936,120.608486,1,True,40,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_013,苏州,320500,华东,园区综合起降点,31.121055,120.651515,3,False,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_014,苏州,320500,华东,文旅观光起降点,31.119387,120.782077,3,True,120,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_015,苏州,320500,华东,应急救援起降点,31.501076,120.751092,1,True,40,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_016,苏州,320500,华东,应急救援起降点,31.258444,120.727644,3,True,120,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_017,苏州,320500,华东,物流起降点,31.082803,120.784388,3,True,200,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_018,苏州,320500,华东,eVTOL候机点,31.202811,120.706719,1,True,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_019,苏州,320500,华东,应急救援起降点,31.326619,120.761505,4,False,120,优秀,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_020,苏州,320500,华东,eVTOL候机点,31.481033,120.778959,1,False,20,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_021,苏州,320500,华东,文旅观光起降点,31.144238,120.759848,2,True,80,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_022,苏州,320500,华东,园区综合起降点,31.494778,120.641429,1,True,120,优秀,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_023,苏州,320500,华东,eVTOL候机点,31.269926,120.641006,1,True,20,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_024,苏州,320500,华东,物流起降点,31.187305,120.493054,6,True,20,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_025,苏州,320500,华东,医疗起降点,31.154402,120.445599,3,True,20,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_026,苏州,320500,华东,eVTOL候机点,31.122055,120.359488,3,True,80,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_027,苏州,320500,华东,医疗起降点,31.202627,120.838421,1,True,40,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_028,苏州,320500,华东,文旅观光起降点,31.308227,120.776017,1,True,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_029,苏州,320500,华东,eVTOL候机点,31.294392,120.863387,3,True,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_030,苏州,320500,华东,文旅观光起降点,31.114112,120.53238,1,True,20,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_031,苏州,320500,华东,医疗起降点,31.107705,120.326074,3,True,80,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_032,苏州,320500,华东,物流起降点,31.211989,120.3459,1,True,20,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_033,苏州,320500,华东,物流起降点,31.189953,120.405299,1,True,80,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_034,苏州,320500,华东,eVTOL候机点,31.506595,120.36277,3,True,80,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_035,苏州,320500,华东,医疗起降点,31.391987,120.454411,6,False,120,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_036,苏州,320500,华东,园区综合起降点,31.232268,120.431115,1,True,80,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_037,苏州,320500,华东,文旅观光起降点,31.344625,120.373023,1,True,80,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_038,苏州,320500,华东,物流起降点,31.41387,120.557077,2,True,40,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_039,苏州,320500,华东,医疗起降点,31.269803,120.347824,3,False,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_040,苏州,320500,华东,医疗起降点,31.393899,120.78281,3,True,40,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_041,苏州,320500,华东,eVTOL候机点,31.34389,120.463718,2,True,40,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_042,苏州,320500,华东,医疗起降点,31.4638,120.344002,2,True,120,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_043,苏州,320500,华东,医疗起降点,31.372972,120.507816,1,True,20,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_044,苏州,320500,华东,文旅观光起降点,31.249354,120.638367,1,False,20,较好,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320500_045,苏州,320500,华东,文旅观光起降点,31.145473,120.384844,2,False,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_001,南京,320100,华东,园区综合起降点,32.040657,118.946656,2,True,80,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_002,南京,320100,华东,应急救援起降点,31.868833,118.685113,4,True,80,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_003,南京,320100,华东,医疗起降点,32.180556,118.582732,2,False,80,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_004,南京,320100,华东,园区综合起降点,32.014987,118.602926,4,False,40,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_005,南京,320100,华东,医疗起降点,32.262151,119.012675,3,True,40,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_006,南京,320100,华东,eVTOL候机点,31.872087,119.010592,3,True,120,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_007,南京,320100,华东,eVTOL候机点,31.892138,118.833632,4,True,20,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_008,南京,320100,华东,医疗起降点,32.155981,119.045654,1,True,40,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_009,南京,320100,华东,物流起降点,32.171021,118.688888,2,True,120,较好,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_010,南京,320100,华东,eVTOL候机点,32.193875,118.893292,3,True,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_011,南京,320100,华东,医疗起降点,32.259359,119.068678,2,False,80,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_012,南京,320100,华东,园区综合起降点,32.209431,118.890343,1,False,40,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_013,南京,320100,华东,eVTOL候机点,31.856414,119.059244,3,False,20,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_014,南京,320100,华东,eVTOL候机点,31.973083,118.950054,3,True,200,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_015,南京,320100,华东,文旅观光起降点,31.877116,119.035576,4,True,120,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_016,南京,320100,华东,园区综合起降点,31.892606,118.671098,4,True,40,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_017,南京,320100,华东,eVTOL候机点,32.221888,119.073849,1,True,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_018,南京,320100,华东,应急救援起降点,32.245373,118.534348,3,True,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_019,南京,320100,华东,医疗起降点,32.21907,118.965693,1,True,20,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_020,南京,320100,华东,文旅观光起降点,32.096298,118.550844,1,True,20,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_021,南京,320100,华东,应急救援起降点,32.04768,118.870859,4,True,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_022,南京,320100,华东,应急救援起降点,31.871381,118.737792,1,True,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_023,南京,320100,华东,eVTOL候机点,31.909507,119.016919,1,True,120,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_024,南京,320100,华东,应急救援起降点,31.860531,118.560418,2,True,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_025,南京,320100,华东,应急救援起降点,32.146732,119.072974,2,False,120,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_026,南京,320100,华东,物流起降点,32.126612,118.81602,6,True,120,较好,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_027,南京,320100,华东,物流起降点,31.937838,118.622936,3,True,40,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_028,南京,320100,华东,eVTOL候机点,32.252913,118.680075,3,True,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_029,南京,320100,华东,园区综合起降点,32.156753,118.951291,1,True,40,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_030,南京,320100,华东,eVTOL候机点,31.849929,118.560043,2,True,40,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_031,南京,320100,华东,eVTOL候机点,31.88566,118.726221,4,True,120,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_032,南京,320100,华东,医疗起降点,32.274343,118.621892,2,True,20,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_033,南京,320100,华东,园区综合起降点,31.936125,118.57318,1,True,20,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_034,南京,320100,华东,医疗起降点,32.271443,118.955305,1,False,80,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_035,南京,320100,华东,文旅观光起降点,32.16587,118.744239,1,False,40,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_036,南京,320100,华东,医疗起降点,32.207117,118.912745,4,True,40,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_037,南京,320100,华东,文旅观光起降点,31.869655,119.042688,1,True,120,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_038,南京,320100,华东,物流起降点,32.022873,118.611007,2,False,80,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_039,南京,320100,华东,园区综合起降点,32.204918,118.586041,3,False,20,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_040,南京,320100,华东,医疗起降点,32.22552,118.735207,1,True,20,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_041,南京,320100,华东,园区综合起降点,31.920374,119.067205,4,True,20,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_042,南京,320100,华东,应急救援起降点,32.225326,118.851633,1,False,120,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_043,南京,320100,华东,eVTOL候机点,31.993886,118.715715,1,True,20,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_044,南京,320100,华东,eVTOL候机点,32.173625,119.02258,1,False,120,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_320100_045,南京,320100,华东,eVTOL候机点,32.002941,118.546914,2,True,200,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_001,杭州,330100,华东,eVTOL候机点,30.378288,119.886181,1,True,40,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_002,杭州,330100,华东,eVTOL候机点,30.105389,119.946262,3,True,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_003,杭州,330100,华东,园区综合起降点,30.427484,120.20137,4,True,20,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_004,杭州,330100,华东,医疗起降点,30.229105,120.184013,4,True,20,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_005,杭州,330100,华东,eVTOL候机点,30.111547,120.192035,2,False,20,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_006,杭州,330100,华东,应急救援起降点,30.414534,120.11885,1,False,40,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_007,杭州,330100,华东,园区综合起降点,30.127664,120.076341,3,False,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_008,杭州,330100,华东,应急救援起降点,30.291868,120.072299,2,False,80,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_009,杭州,330100,华东,园区综合起降点,30.250174,120.221499,1,True,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_010,杭州,330100,华东,应急救援起降点,30.436738,120.055278,1,True,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_011,杭州,330100,华东,园区综合起降点,30.190316,120.253246,1,False,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_012,杭州,330100,华东,园区综合起降点,30.453392,119.91726,2,True,20,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_013,杭州,330100,华东,医疗起降点,30.48348,120.264481,1,False,120,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_014,杭州,330100,华东,eVTOL候机点,30.35512,120.347833,2,False,80,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_015,杭州,330100,华东,eVTOL候机点,30.30653,120.227463,4,True,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_016,杭州,330100,华东,eVTOL候机点,30.478126,120.227413,2,False,20,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_017,杭州,330100,华东,文旅观光起降点,30.447208,119.940941,1,True,120,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_018,杭州,330100,华东,物流起降点,30.242632,120.286727,1,True,120,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_019,杭州,330100,华东,医疗起降点,30.461052,120.418149,1,True,40,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_020,杭州,330100,华东,文旅观光起降点,30.433353,119.960716,1,True,80,优秀,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_021,杭州,330100,华东,文旅观光起降点,30.356739,119.912399,1,False,20,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_022,杭州,330100,华东,文旅观光起降点,30.076231,120.377363,3,True,80,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_023,杭州,330100,华东,文旅观光起降点,30.249269,119.949761,1,True,200,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_024,杭州,330100,华东,应急救援起降点,30.400324,120.352064,1,True,20,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_025,杭州,330100,华东,医疗起降点,30.430358,120.34331,2,False,80,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_026,杭州,330100,华东,eVTOL候机点,30.232094,120.22047,1,False,80,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_027,杭州,330100,华东,文旅观光起降点,30.469428,120.372355,2,True,40,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_028,杭州,330100,华东,园区综合起降点,30.241785,120.225885,1,True,40,优秀,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_029,杭州,330100,华东,文旅观光起降点,30.187401,119.877263,1,True,20,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_030,杭州,330100,华东,医疗起降点,30.431372,120.403596,4,True,120,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_031,杭州,330100,华东,医疗起降点,30.094232,120.021269,1,True,120,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_032,杭州,330100,华东,应急救援起降点,30.129356,120.38404,1,True,40,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_033,杭州,330100,华东,园区综合起降点,30.110684,120.166015,3,False,80,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_034,杭州,330100,华东,物流起降点,30.478464,120.104498,3,True,80,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_035,杭州,330100,华东,物流起降点,30.391765,119.885926,4,True,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_036,杭州,330100,华东,物流起降点,30.441685,120.111138,6,True,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_037,杭州,330100,华东,文旅观光起降点,30.404538,119.886916,2,True,40,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_038,杭州,330100,华东,应急救援起降点,30.342197,120.142522,1,True,20,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_039,杭州,330100,华东,园区综合起降点,30.079235,120.329719,1,False,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_040,杭州,330100,华东,文旅观光起降点,30.256407,120.22255,2,True,80,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_041,杭州,330100,华东,文旅观光起降点,30.088991,120.103003,1,False,20,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_042,杭州,330100,华东,园区综合起降点,30.150403,120.255795,2,True,80,一般,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_043,杭州,330100,华东,园区综合起降点,30.062248,120.291606,3,True,80,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_044,杭州,330100,华东,eVTOL候机点,30.439134,119.987559,1,False,80,较好,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_330100_045,杭州,330100,华东,物流起降点,30.440644,120.312277,2,True,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_001,重庆,500000,西南,eVTOL候机点,29.438911,106.783824,2,False,40,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_002,重庆,500000,西南,文旅观光起降点,29.497808,106.753765,3,True,80,优秀,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_003,重庆,500000,西南,应急救援起降点,29.593733,106.737977,2,True,80,优秀,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_004,重庆,500000,西南,医疗起降点,29.47501,106.724977,2,False,20,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_005,重庆,500000,西南,园区综合起降点,29.473637,106.457059,1,True,120,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_006,重庆,500000,西南,eVTOL候机点,29.613132,106.390159,1,False,200,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_007,重庆,500000,西南,文旅观光起降点,29.637048,106.669272,3,True,80,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_008,重庆,500000,西南,应急救援起降点,29.727203,106.725882,1,True,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_009,重庆,500000,西南,园区综合起降点,29.722599,106.444242,2,True,20,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_010,重庆,500000,西南,文旅观光起降点,29.450339,106.606466,3,True,40,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_011,重庆,500000,西南,物流起降点,29.607008,106.571387,2,False,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_012,重庆,500000,西南,eVTOL候机点,29.373812,106.650035,2,False,40,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_013,重庆,500000,西南,医疗起降点,29.696547,106.649657,2,True,80,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_014,重庆,500000,西南,物流起降点,29.773052,106.570797,2,True,80,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_015,重庆,500000,西南,医疗起降点,29.472149,106.692432,6,True,20,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_016,重庆,500000,西南,应急救援起降点,29.372324,106.802832,1,True,40,优秀,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_017,重庆,500000,西南,园区综合起降点,29.686089,106.577051,3,True,120,优秀,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_018,重庆,500000,西南,物流起降点,29.698907,106.428912,2,True,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_019,重庆,500000,西南,文旅观光起降点,29.773067,106.533906,2,True,20,优秀,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_020,重庆,500000,西南,应急救援起降点,29.407272,106.778322,2,True,20,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_021,重庆,500000,西南,应急救援起降点,29.580887,106.772839,1,True,20,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_022,重庆,500000,西南,应急救援起降点,29.412616,106.665255,2,False,20,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_023,重庆,500000,西南,eVTOL候机点,29.702331,106.685989,1,True,80,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_024,重庆,500000,西南,医疗起降点,29.564487,106.77825,1,True,20,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_025,重庆,500000,西南,物流起降点,29.382297,106.790531,1,False,20,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_026,重庆,500000,西南,文旅观光起降点,29.444976,106.438916,2,True,20,优秀,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_027,重庆,500000,西南,eVTOL候机点,29.533778,106.297377,3,True,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_028,重庆,500000,西南,园区综合起降点,29.656534,106.41802,3,True,40,较好,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_029,重庆,500000,西南,医疗起降点,29.598847,106.28624,1,True,20,较好,改造中,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_030,重庆,500000,西南,文旅观光起降点,29.427696,106.526767,1,True,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_031,重庆,500000,西南,eVTOL候机点,29.525825,106.553115,1,True,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_032,重庆,500000,西南,园区综合起降点,29.779865,106.459444,1,True,40,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_033,重庆,500000,西南,应急救援起降点,29.463736,106.296974,1,True,40,较好,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_034,重庆,500000,西南,园区综合起降点,29.355176,106.563411,3,True,80,较好,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_035,重庆,500000,西南,应急救援起降点,29.546542,106.72643,1,True,40,优秀,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_036,重庆,500000,西南,园区综合起降点,29.41703,106.631011,1,True,20,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_037,重庆,500000,西南,园区综合起降点,29.686232,106.769631,1,False,80,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_038,重庆,500000,西南,应急救援起降点,29.723955,106.756552,2,True,40,一般,试运行,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_039,重庆,500000,西南,应急救援起降点,29.583475,106.688897,2,False,40,一般,运营,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
VP_500000_040,重庆,500000,西南,eVTOL候机点,29.491366,106.698796,1,True,40,一般,规划,simulated_demo_sample,起降点为平台演示样本，非真实已建清单。
