field_id,module,layer,table_name,field_name_en,field_name_cn,data_type,unit,recommended_update_frequency,sensitivity_level,quality_rule,source_basis,data_nature,platform_use,required_for_mvp
F0161,起降设施与场地,感知层/业务层,t_landing_site,lon,lon,decimal_degrees,度,按业务事件,中,主键唯一/时间戳不可为空/坐标需在城市边界内,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0162,起降设施与场地,感知层/业务层,t_landing_site,elevation_m,elevation m,numeric,米,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0163,起降设施与场地,感知层/业务层,t_landing_site,pad_count,pad count,numeric,个/架/次,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0164,起降设施与场地,感知层/业务层,t_landing_site,max_aircraft_capacity,max aircraft capacity,numeric,个/架/次,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0165,起降设施与场地,感知层/业务层,t_landing_site,charging_available_flag,charging available flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0166,起降设施与场地,感知层/业务层,t_landing_site,battery_swap_flag,battery swap flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0167,起降设施与场地,感知层/业务层,t_landing_site,fire_facility_flag,fire facility flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0168,起降设施与场地,感知层/业务层,t_landing_site,medical_support_flag,medical support flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0169,起降设施与场地,感知层/业务层,t_landing_site,weather_sensor_flag,weather sensor flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0170,起降设施与场地,感知层/业务层,t_landing_site,cctv_flag,cctv flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0171,起降设施与场地,感知层/业务层,t_landing_site,obstacle_clearance_m,obstacle clearance m,numeric,米,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0172,起降设施与场地,感知层/业务层,t_landing_site,operating_hours,operating hours,numeric,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0173,起降设施与场地,感知层/业务层,t_landing_site,reservation_required_flag,reservation required flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0174,起降设施与场地,感知层/业务层,t_landing_site,site_status,site status,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,深圳/苏州/广州起降设施、无人机巢和垂直起降点建设要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0175,障碍物与地理底图,感知层/业务层,t_obstacle,obstacle_id,obstacle id,string/id,,按业务事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0176,障碍物与地理底图,感知层/业务层,t_obstacle,obstacle_type,obstacle type,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0177,障碍物与地理底图,感知层/业务层,t_obstacle,obstacle_name,obstacle name,numeric,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0178,障碍物与地理底图,感知层/业务层,t_obstacle,lat,lat,decimal_degrees,度,按业务事件,中,主键唯一/时间戳不可为空/坐标需在城市边界内,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0179,障碍物与地理底图,感知层/业务层,t_obstacle,lon,lon,decimal_degrees,度,按业务事件,中,主键唯一/时间戳不可为空/坐标需在城市边界内,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0180,障碍物与地理底图,感知层/业务层,t_obstacle,height_m,height m,numeric,米,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0181,障碍物与地理底图,感知层/业务层,t_obstacle,elevation_m,elevation m,numeric,米,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0182,障碍物与地理底图,感知层/业务层,t_obstacle,data_source,data source,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0183,障碍物与地理底图,感知层/业务层,t_obstacle,last_update_time,last update time,datetime/date,,按业务事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0184,障碍物与地理底图,感知层/业务层,t_obstacle,powerline_flag,powerline flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0185,障碍物与地理底图,感知层/业务层,t_obstacle,crane_temporary_flag,crane temporary flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0186,障碍物与地理底图,感知层/业务层,t_obstacle,building_floor_count,building floor count,numeric,个/架/次,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0187,障碍物与地理底图,感知层/业务层,t_obstacle,terrain_dem_height_m,terrain dem height m,numeric,米,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0188,障碍物与地理底图,感知层/业务层,t_obstacle,safe_clearance_m,safe clearance m,numeric,米,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0189,障碍物与地理底图,感知层/业务层,t_obstacle,buffer_zone_m,buffer zone m,numeric,米,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0190,障碍物与地理底图,感知层/业务层,t_obstacle,verification_status,verification status,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,城市低空安全净空、地形建筑与临时障碍物管理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0191,风险预警与冲突检测,数据层/平台层,t_risk_alert,alert_id,alert id,string/id,,实时/秒级,中,主键唯一/时间戳不可为空/坐标需在城市边界内,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0192,风险预警与冲突检测,数据层/平台层,t_risk_alert,alert_time,alert time,datetime/date,,实时/秒级,中,主键唯一/时间戳不可为空/坐标需在城市边界内,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0193,风险预警与冲突检测,数据层/平台层,t_risk_alert,aircraft_id,aircraft id,string/id,,实时/秒级,低,主键唯一/时间戳不可为空/坐标需在城市边界内,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0194,风险预警与冲突检测,数据层/平台层,t_risk_alert,alert_type,alert type,string,,实时/秒级,中,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0195,风险预警与冲突检测,数据层/平台层,t_risk_alert,risk_score,risk score,decimal_percent,%或0-100评分,实时/秒级,中,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0196,风险预警与冲突检测,数据层/平台层,t_risk_alert,severity_level,severity level,string,,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0197,风险预警与冲突检测,数据层/平台层,t_risk_alert,grid_id,grid id,string/id,,实时/秒级,低,主键唯一/时间戳不可为空/坐标需在城市边界内,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0198,风险预警与冲突检测,数据层/平台层,t_risk_alert,route_id,route id,string/id,,实时/秒级,中,主键唯一/时间戳不可为空/坐标需在城市边界内,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0199,风险预警与冲突检测,数据层/平台层,t_risk_alert,conflict_target_id,conflict target id,string/id,,实时/秒级,低,主键唯一/时间戳不可为空/坐标需在城市边界内,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0200,风险预警与冲突检测,数据层/平台层,t_risk_alert,time_to_conflict_sec,time to conflict sec,datetime/date,秒/分钟,实时/秒级,低,主键唯一/时间戳不可为空/坐标需在城市边界内,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0201,风险预警与冲突检测,数据层/平台层,t_risk_alert,distance_to_conflict_m,distance to conflict m,numeric,米,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0202,风险预警与冲突检测,数据层/平台层,t_risk_alert,altitude_separation_m,altitude separation m,numeric,米,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0203,风险预警与冲突检测,数据层/平台层,t_risk_alert,geofence_violation_flag,geofence violation flag,boolean,度,实时/秒级,中,主键唯一/时间戳不可为空/坐标需在城市边界内,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0204,风险预警与冲突检测,数据层/平台层,t_risk_alert,black_flight_suspected_flag,black flight suspected flag,boolean,,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0205,风险预警与冲突检测,数据层/平台层,t_risk_alert,lost_link_flag,lost link flag,boolean,,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0206,风险预警与冲突检测,数据层/平台层,t_risk_alert,low_battery_flag,low battery flag,boolean,,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0207,风险预警与冲突检测,数据层/平台层,t_risk_alert,weather_exceedance_flag,weather exceedance flag,boolean,,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0208,风险预警与冲突检测,数据层/平台层,t_risk_alert,crowd_risk_flag,crowd risk flag,boolean,,实时/秒级,中,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0209,风险预警与冲突检测,数据层/平台层,t_risk_alert,sensitive_area_intrusion_flag,sensitive area intrusion flag,boolean,,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0210,风险预警与冲突检测,数据层/平台层,t_risk_alert,recommended_action,recommended action,numeric,,实时/秒级,低,按业务字典校验，缺失率和异常值需监控,上海安全飞行、快速预警/精准识别/有效处置要求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0211,应急处置与联动,感知层/业务层,t_emergency,incident_id,incident id,string/id,,按业务事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0212,应急处置与联动,感知层/业务层,t_emergency,incident_type,incident type,string/id,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0213,应急处置与联动,感知层/业务层,t_emergency,first_alert_time,first alert time,datetime/date,,按业务事件,中,主键唯一/时间戳不可为空/坐标需在城市边界内,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0214,应急处置与联动,感知层/业务层,t_emergency,response_start_time,response start time,datetime/date,,按业务事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0215,应急处置与联动,感知层/业务层,t_emergency,response_end_time,response end time,datetime/date,,按业务事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0216,应急处置与联动,感知层/业务层,t_emergency,response_duration_sec,response duration sec,numeric,秒/分钟,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0217,应急处置与联动,感知层/业务层,t_emergency,lead_agency,lead agency,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0218,应急处置与联动,感知层/业务层,t_emergency,support_agency,support agency,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0219,应急处置与联动,感知层/业务层,t_emergency,dispatch_unit,dispatch unit,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0220,应急处置与联动,感知层/业务层,t_emergency,action_taken,action taken,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0221,应急处置与联动,感知层/业务层,t_emergency,countermeasure_type,countermeasure type,numeric,个/架/次,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0222,应急处置与联动,感知层/业务层,t_emergency,forced_landing_site_id,forced landing site id,string/id,,按业务事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0223,应急处置与联动,感知层/业务层,t_emergency,public_notice_flag,public notice flag,boolean,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0224,应急处置与联动,感知层/业务层,t_emergency,evidence_file_uri,evidence file uri,string/id,,按业务事件,高,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0225,应急处置与联动,感知层/业务层,t_emergency,incident_status,incident status,string/id,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0226,应急处置与联动,感知层/业务层,t_emergency,loss_estimate_yuan,loss estimate yuan,numeric,元,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0227,应急处置与联动,感知层/业务层,t_emergency,people_affected,people affected,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0228,应急处置与联动,感知层/业务层,t_emergency,review_result,review result,string,,按业务事件,低,按业务字典校验，缺失率和异常值需监控,香港沙盒应急程序与城市应急联动需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0229,运营统计与画像,数据层/平台层,t_operation_stats,stat_id,stat id,string/id,,日级/按事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0230,运营统计与画像,数据层/平台层,t_operation_stats,stat_date,stat date,datetime/date,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0231,运营统计与画像,数据层/平台层,t_operation_stats,city,city,string,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0232,运营统计与画像,数据层/平台层,t_operation_stats,district,district,string,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0233,运营统计与画像,数据层/平台层,t_operation_stats,grid_id,grid id,string/id,,日级/按事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0234,运营统计与画像,数据层/平台层,t_operation_stats,route_id,route id,string/id,,日级/按事件,中,主键唯一/时间戳不可为空/坐标需在城市边界内,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0235,运营统计与画像,数据层/平台层,t_operation_stats,flight_count,flight count,numeric,个/架/次,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0236,运营统计与画像,数据层/平台层,t_operation_stats,aircraft_count,aircraft count,numeric,个/架/次,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0237,运营统计与画像,数据层/平台层,t_operation_stats,unique_operator_count,unique operator count,numeric,个/架/次,日级/按事件,高,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0238,运营统计与画像,数据层/平台层,t_operation_stats,total_flight_hours,total flight hours,numeric,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0239,运营统计与画像,数据层/平台层,t_operation_stats,avg_altitude_m,avg altitude m,numeric,米,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0240,运营统计与画像,数据层/平台层,t_operation_stats,avg_speed_mps,avg speed mps,numeric,米/秒,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0241,运营统计与画像,数据层/平台层,t_operation_stats,peak_hour,peak hour,string,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0242,运营统计与画像,数据层/平台层,t_operation_stats,mission_type_top1,mission type top1,numeric,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0243,运营统计与画像,数据层/平台层,t_operation_stats,violation_count,violation count,decimal_degrees,度,日级/按事件,中,主键唯一/时间戳不可为空/坐标需在城市边界内,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0244,运营统计与画像,数据层/平台层,t_operation_stats,alert_count,alert count,numeric,个/架/次,日级/按事件,中,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0245,运营统计与画像,数据层/平台层,t_operation_stats,approval_count,approval count,numeric,个/架/次,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0246,运营统计与画像,数据层/平台层,t_operation_stats,rejection_count,rejection count,numeric,个/架/次,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0247,运营统计与画像,数据层/平台层,t_operation_stats,service_sla_pct,service sla pct,decimal_percent,%或0-100评分,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0248,运营统计与画像,数据层/平台层,t_operation_stats,data_completeness_pct,data completeness pct,decimal_percent,%或0-100评分,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,CAAC统计公报、云系统统计报告与城市平台运行评价需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0249,数据治理与审计,数据层/平台层,t_data_governance,record_uuid,record uuid,string/id,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,监管平台合规审计与数据质量治理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0250,数据治理与审计,数据层/平台层,t_data_governance,source_system,source system,numeric,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,监管平台合规审计与数据质量治理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0251,数据治理与审计,数据层/平台层,t_data_governance,source_table,source table,string,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,监管平台合规审计与数据质量治理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0252,数据治理与审计,数据层/平台层,t_data_governance,ingest_time,ingest time,datetime/date,,日级/按事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,监管平台合规审计与数据质量治理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0253,数据治理与审计,数据层/平台层,t_data_governance,update_time,update time,datetime/date,,日级/按事件,低,主键唯一/时间戳不可为空/坐标需在城市边界内,监管平台合规审计与数据质量治理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0254,数据治理与审计,数据层/平台层,t_data_governance,data_owner,data owner,string,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,监管平台合规审计与数据质量治理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0255,数据治理与审计,数据层/平台层,t_data_governance,data_classification,data classification,string,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,监管平台合规审计与数据质量治理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
F0256,数据治理与审计,数据层/平台层,t_data_governance,privacy_level,privacy level,string,,日级/按事件,低,按业务字典校验，缺失率和异常值需监控,监管平台合规审计与数据质量治理需求,schema_recommendation,用于城市低空空域安全感知、运行监管、风险预警、统计分析或应急联动,
